,time_interval,num_clients,num_requests,num_get_requests,num_4xx_5xx_codes,avg_req_size,num_requests_per_client,anomaly_scores,num_clients_deviation%,num_requests_deviation%,num_get_requests_deviation%,num_4xx_5xx_codes_deviation%,avg_req_size_deviation%,num_requests_per_client_deviation%
40,2024-08-13 11:00:00+05:30,21,21,14,0,5008.0,1.0,0.07,3.74,3.74,7.04,0.0,0.17,0.0
41,2024-08-13 12:00:00+05:30,22,22,15,3,4992.23,1.0,0.05,0.85,0.85,14.68,130.01,0.14,0.0
42,2024-08-13 13:00:00+05:30,24,24,12,1,5013.42,1.0,0.06,10.02,10.02,8.25,23.33,0.28,0.0
43,2024-08-13 14:00:00+05:30,22,22,11,4,4996.73,1.0,0.01,0.85,0.85,15.9,206.67,0.05,0.0
44,2024-08-13 15:00:00+05:30,30,30,21,1,4998.3,1.0,0.17,37.52,37.52,60.56,23.33,0.02,0.0
45,2024-08-13 16:00:00+05:30,19,19,14,1,4997.42,1.0,0.06,12.9,12.9,7.04,23.33,0.04,0.0
46,2024-08-13 17:00:00+05:30,24,24,17,2,5027.04,1.0,0.02,10.02,10.02,29.97,53.34,0.55,0.0
47,2024-08-13 18:00:00+05:30,21,21,12,2,5004.38,1.0,0.09,3.74,3.74,8.25,53.34,0.1,0.0
48,2024-08-13 19:00:00+05:30,23,23,16,4,5008.39,1.0,0.03,5.43,5.43,22.33,206.67,0.18,0.0
49,2024-08-13 20:00:00+05:30,23,23,13,1,4987.22,1.0,0.08,5.43,5.43,0.61,23.33,0.24,0.0
50,2024-08-13 21:00:00+05:30,21,21,14,1,5001.24,1.0,0.11,3.74,3.74,7.04,23.33,0.04,0.0
51,2024-08-13 22:00:00+05:30,27,27,15,2,5016.48,1.0,0.08,23.77,23.77,14.68,53.34,0.34,0.0
52,2024-08-13 23:00:00+05:30,23,23,17,2,5000.43,1.0,0.08,5.43,5.43,29.97,53.34,0.02,0.0
53,2024-08-14 00:00:00+05:30,23,23,11,2,5015.65,1.0,0.05,5.43,5.43,15.9,53.34,0.32,0.0
54,2024-08-14 01:00:00+05:30,21,21,13,1,5006.43,1.0,0.11,3.74,3.74,0.61,23.33,0.14,0.0
55,2024-08-14 02:00:00+05:30,21,21,11,2,4998.38,1.0,0.09,3.74,3.74,15.9,53.34,0.02,0.0
56,2024-08-14 03:00:00+05:30,21,21,11,0,5000.76,1.0,0.08,3.74,3.74,15.9,0.0,0.03,0.0
57,2024-08-14 04:00:00+05:30,23,23,10,0,5011.91,1.0,0.03,5.43,5.43,23.54,0.0,0.25,0.0
58,2024-08-14 05:00:00+05:30,18,18,8,2,4996.67,1.0,0.04,17.49,17.49,38.84,53.34,0.05,0.0
59,2024-08-14 06:00:00+05:30,23,23,16,1,4999.17,1.0,0.09,5.43,5.43,22.33,23.33,0.0,0.0
60,2024-08-14 07:00:00+05:30,25,25,17,3,5017.28,1.0,0.03,14.6,14.6,29.97,130.01,0.36,0.0
61,2024-08-14 08:00:00+05:30,24,24,14,2,4992.21,1.0,0.08,10.02,10.02,7.04,53.34,0.14,0.0
62,2024-08-14 09:00:00+05:30,23,23,16,2,5018.17,1.0,0.04,5.43,5.43,22.33,53.34,0.38,0.0
63,2024-08-14 10:00:00+05:30,22,22,16,2,5007.0,1.0,0.07,0.85,0.85,22.33,53.34,0.15,0.0
64,2024-08-14 11:00:00+05:30,19,19,10,1,4999.63,1.0,0.07,12.9,12.9,23.54,23.33,0.0,0.0
65,2024-08-14 12:00:00+05:30,24,24,12,0,4989.58,1.0,0.05,10.02,10.02,8.25,0.0,0.2,0.0
66,2024-08-14 13:00:00+05:30,22,22,14,1,4996.14,1.0,0.11,0.85,0.85,7.04,23.33,0.07,0.0
67,2024-08-14 14:00:00+05:30,23,23,11,2,4997.3,1.0,0.08,5.43,5.43,15.9,53.34,0.04,0.0
68,2024-08-14 15:00:00+05:30,22,22,14,1,4992.5,1.0,0.1,0.85,0.85,7.04,23.33,0.14,0.0
69,2024-08-14 16:00:00+05:30,19,19,13,3,5015.58,1.0,0.02,12.9,12.9,0.61,130.01,0.32,0.0
70,2024-08-14 17:00:00+05:30,22,22,11,3,4983.82,1.0,0.0,0.85,0.85,15.9,130.01,0.31,0.0
71,2024-08-14 18:00:00+05:30,23,23,12,1,5004.61,1.0,0.1,5.43,5.43,8.25,23.33,0.1,0.0
72,2024-08-14 19:00:00+05:30,21,21,15,1,5004.14,1.0,0.09,3.74,3.74,14.68,23.33,0.09,0.0
73,2024-08-14 20:00:00+05:30,23,23,13,1,4991.35,1.0,0.09,5.43,5.43,0.61,23.33,0.16,0.0
74,2024-08-14 21:00:00+05:30,21,21,14,3,5012.24,1.0,0.04,3.74,3.74,7.04,130.01,0.26,0.0
75,2024-08-14 22:00:00+05:30,22,22,12,2,5002.32,1.0,0.09,0.85,0.85,8.25,53.34,0.06,0.0
76,2024-08-14 23:00:00+05:30,19,19,7,1,5005.95,1.0,0.0,12.9,12.9,46.48,23.33,0.13,0.0
77,2024-08-15 00:00:00+05:30,19,19,12,3,5003.58,1.0,0.02,12.9,12.9,8.25,130.01,0.08,0.0
78,2024-08-15 01:00:00+05:30,19,19,12,1,5007.42,1.0,0.07,12.9,12.9,8.25,23.33,0.16,0.0
79,2024-08-15 02:00:00+05:30,23,23,12,2,4996.22,1.0,0.1,5.43,5.43,8.25,53.34,0.06,0.0
80,2024-08-15 03:00:00+05:30,20,20,13,3,4988.6,1.0,0.03,8.32,8.32,0.61,130.01,0.22,0.0
81,2024-08-15 04:00:00+05:30,24,24,13,0,4988.62,1.0,0.05,10.02,10.02,0.61,0.0,0.22,0.0
82,2024-08-15 05:00:00+05:30,22,22,15,0,4989.95,1.0,0.07,0.85,0.85,14.68,0.0,0.19,0.0
83,2024-08-15 06:00:00+05:30,24,24,13,2,5001.21,1.0,0.08,10.02,10.02,0.61,53.34,0.04,0.0
84,2024-08-15 07:00:00+05:30,21,21,16,1,4969.81,1.0,0.03,3.74,3.74,22.33,23.33,0.59,0.0
85,2024-08-15 08:00:00+05:30,20,20,12,0,4992.55,1.0,0.07,8.32,8.32,8.25,0.0,0.14,0.0
86,2024-08-15 09:00:00+05:30,23,23,16,1,5013.0,1.0,0.07,5.43,5.43,22.33,23.33,0.27,0.0
87,2024-08-15 10:00:00+05:30,20,20,11,0,4998.9,1.0,0.08,8.32,8.32,15.9,0.0,0.01,0.0
88,2024-08-15 11:00:00+05:30,25,25,14,1,5000.84,1.0,0.05,14.6,14.6,7.04,23.33,0.03,0.0
89,2024-08-15 12:00:00+05:30,19,19,14,1,5002.11,1.0,0.05,12.9,12.9,7.04,23.33,0.05,0.0
90,2024-08-15 13:00:00+05:30,18,18,7,2,4988.67,1.0,0.06,17.49,17.49,46.48,53.34,0.21,0.0
91,2024-08-15 14:00:00+05:30,24,24,18,1,5007.04,1.0,0.05,10.02,10.02,37.62,23.33,0.15,0.0
92,2024-08-15 15:00:00+05:30,23,23,16,1,4994.74,1.0,0.09,5.43,5.43,22.33,23.33,0.09,0.0
93,2024-08-15 16:00:00+05:30,19,19,11,4,4994.53,1.0,0.05,12.9,12.9,15.9,206.67,0.1,0.0
94,2024-08-15 17:00:00+05:30,22,22,12,1,4983.95,1.0,0.06,0.85,0.85,8.25,23.33,0.31,0.0
95,2024-08-15 18:00:00+05:30,26,26,17,1,4999.54,1.0,0.0,19.18,19.18,29.97,23.33,0.0,0.0
96,2024-08-15 19:00:00+05:30,22,22,12,1,4996.41,1.0,0.11,0.85,0.85,8.25,23.33,0.06,0.0
97,2024-08-15 20:00:00+05:30,18,18,11,1,5015.61,1.0,0.02,17.49,17.49,15.9,23.33,0.32,0.0
98,2024-08-15 21:00:00+05:30,27,27,13,1,4994.56,1.0,0.06,23.77,23.77,0.61,23.33,0.1,0.0
99,2024-08-15 22:00:00+05:30,20,20,7,0,4992.85,1.0,0.0,8.32,8.32,46.48,0.0,0.13,0.0
100,2024-08-15 23:00:00+05:30,26,26,8,1,5004.85,1.0,0.06,19.18,19.18,38.84,23.33,0.11,0.0
101,2024-08-16 00:00:00+05:30,23,23,10,4,4996.09,1.0,0.03,5.43,5.43,23.54,206.67,0.07,0.0
102,2024-08-16 01:00:00+05:30,29,29,14,3,5003.03,1.0,0.13,32.94,32.94,7.04,130.01,0.07,0.0
103,2024-08-16 02:00:00+05:30,18,18,11,2,5004.28,1.0,0.01,17.49,17.49,15.9,53.34,0.1,0.0
104,2024-08-16 03:00:00+05:30,22,22,13,2,5002.5,1.0,0.1,0.85,0.85,0.61,53.34,0.06,0.0
105,2024-08-16 04:00:00+05:30,21,21,9,0,4991.81,1.0,0.03,3.74,3.74,31.19,0.0,0.15,0.0
106,2024-08-16 05:00:00+05:30,21,21,13,1,5005.81,1.0,0.11,3.74,3.74,0.61,23.33,0.13,0.0
107,2024-08-16 06:00:00+05:30,20,20,7,2,5019.35,1.0,0.05,8.32,8.32,46.48,53.34,0.4,0.0
108,2024-08-16 07:00:00+05:30,24,24,14,0,5008.17,1.0,0.06,10.02,10.02,7.04,0.0,0.18,0.0
109,2024-08-16 08:00:00+05:30,19,19,11,1,4995.84,1.0,0.08,12.9,12.9,15.9,23.33,0.07,0.0
110,2024-08-16 09:00:00+05:30,19,19,8,0,4994.05,1.0,0.01,12.9,12.9,38.84,0.0,0.11,0.0
111,2024-08-16 10:00:00+05:30,25,25,16,2,4992.92,1.0,0.04,14.6,14.6,22.33,53.34,0.13,0.0
112,2024-08-16 11:00:00+05:30,21,21,12,1,4997.86,1.0,0.11,3.74,3.74,8.25,23.33,0.03,0.0
113,2024-08-16 12:00:00+05:30,19,19,13,1,4984.42,1.0,0.04,12.9,12.9,0.61,23.33,0.3,0.0
114,2024-08-16 13:00:00+05:30,22,22,13,2,5014.73,1.0,0.07,0.85,0.85,0.61,53.34,0.31,0.0
115,2024-08-16 14:00:00+05:30,19,19,9,0,5007.32,1.0,0.01,12.9,12.9,31.19,0.0,0.16,0.0
116,2024-08-16 15:00:00+05:30,21,21,9,4,5030.29,1.0,0.12,3.74,3.74,31.19,206.67,0.62,0.0
117,2024-08-16 16:00:00+05:30,23,23,11,3,5017.7,1.0,0.01,5.43,5.43,15.9,130.01,0.37,0.0
118,2024-08-16 17:00:00+05:30,23,23,14,1,5015.13,1.0,0.05,5.43,5.43,7.04,23.33,0.31,0.0
119,2024-08-16 18:00:00+05:30,23,23,13,2,5013.3,1.0,0.08,5.43,5.43,0.61,53.34,0.28,0.0
120,2024-08-16 19:00:00+05:30,21,21,13,0,4991.43,1.0,0.09,3.74,3.74,0.61,0.0,0.16,0.0
121,2024-08-16 20:00:00+05:30,24,24,16,0,5002.0,1.0,0.06,10.02,10.02,22.33,0.0,0.05,0.0
122,2024-08-16 21:00:00+05:30,25,25,15,2,5003.76,1.0,0.06,14.6,14.6,14.68,53.34,0.09,0.0
123,2024-08-16 22:00:00+05:30,23,23,19,2,4985.91,1.0,0.01,5.43,5.43,45.27,53.34,0.27,0.0
124,2024-08-16 23:00:00+05:30,19,19,13,1,4991.89,1.0,0.06,12.9,12.9,0.61,23.33,0.15,0.0
125,2024-08-17 00:00:00+05:30,20,20,12,1,5029.1,1.0,0.01,8.32,8.32,8.25,23.33,0.59,0.0
126,2024-08-17 01:00:00+05:30,25,25,15,2,5017.36,1.0,0.01,14.6,14.6,14.68,53.34,0.36,0.0
127,2024-08-17 02:00:00+05:30,23,23,13,2,4992.35,1.0,0.09,5.43,5.43,0.61,53.34,0.14,0.0
128,2024-08-17 03:00:00+05:30,26,26,18,1,5004.04,1.0,0.0,19.18,19.18,37.62,23.33,0.09,0.0
129,2024-08-17 04:00:00+05:30,24,24,14,2,4997.75,1.0,0.08,10.02,10.02,7.04,53.34,0.03,0.0
130,2024-08-17 05:00:00+05:30,25,25,17,1,5006.8,1.0,0.04,14.6,14.6,29.97,23.33,0.15,0.0
131,2024-08-17 06:00:00+05:30,19,19,11,0,4990.74,1.0,0.03,12.9,12.9,15.9,0.0,0.17,0.0
132,2024-08-17 07:00:00+05:30,22,22,15,2,5017.95,1.0,0.04,0.85,0.85,14.68,53.34,0.37,0.0
133,2024-08-17 08:00:00+05:30,21,21,12,0,4999.9,1.0,0.09,3.74,3.74,8.25,0.0,0.01,0.0
134,2024-08-17 09:00:00+05:30,22,22,13,1,5007.23,1.0,0.1,0.85,0.85,0.61,23.33,0.16,0.0
135,2024-08-17 10:00:00+05:30,27,27,15,2,5006.93,1.0,0.05,23.77,23.77,14.68,53.34,0.15,0.0
136,2024-08-17 11:00:00+05:30,18,18,13,4,5008.61,1.0,0.1,17.49,17.49,0.61,206.67,0.18,0.0
137,2024-08-17 12:00:00+05:30,20,20,13,1,4997.4,1.0,0.1,8.32,8.32,0.61,23.33,0.04,0.0
138,2024-08-17 13:00:00+05:30,24,24,16,0,4981.46,1.0,0.0,10.02,10.02,22.33,0.0,0.36,0.0
139,2024-08-17 14:00:00+05:30,22,22,9,1,4982.36,1.0,0.0,0.85,0.85,31.19,23.33,0.34,0.0
140,2024-08-17 15:00:00+05:30,22,22,14,3,4985.77,1.0,0.03,0.85,0.85,7.04,130.01,0.27,0.0
141,2024-08-17 16:00:00+05:30,22,22,18,0,4990.0,1.0,0.01,0.85,0.85,37.62,0.0,0.19,0.0
142,2024-08-17 17:00:00+05:30,22,22,16,2,5009.68,1.0,0.06,0.85,0.85,22.33,53.34,0.21,0.0
143,2024-08-17 18:00:00+05:30,20,20,15,2,4993.85,1.0,0.05,8.32,8.32,14.68,53.34,0.11,0.0
144,2024-08-17 19:00:00+05:30,24,24,16,1,5008.92,1.0,0.06,10.02,10.02,22.33,23.33,0.19,0.0
145,2024-08-17 20:00:00+05:30,19,19,12,3,4988.37,1.0,0.0,12.9,12.9,8.25,130.01,0.22,0.0
146,2024-08-17 21:00:00+05:30,22,22,15,1,4996.05,1.0,0.1,0.85,0.85,14.68,23.33,0.07,0.0
147,2024-08-17 22:00:00+05:30,22,22,13,3,4995.73,1.0,0.07,0.85,0.85,0.61,130.01,0.07,0.0
148,2024-08-17 23:00:00+05:30,24,24,17,0,5003.79,1.0,0.05,10.02,10.02,29.97,0.0,0.09,0.0
149,2024-08-18 00:00:00+05:30,18,18,11,1,5000.11,1.0,0.02,17.49,17.49,15.9,23.33,0.01,0.0
150,2024-08-18 01:00:00+05:30,22,22,10,1,4998.68,1.0,0.08,0.85,0.85,23.54,23.33,0.01,0.0
151,2024-08-18 02:00:00+05:30,22,22,13,0,4999.14,1.0,0.09,0.85,0.85,0.61,0.0,0.01,0.0
152,2024-08-18 03:00:00+05:30,23,23,13,2,4991.35,1.0,0.09,5.43,5.43,0.61,53.34,0.16,0.0
153,2024-08-18 04:00:00+05:30,24,24,14,3,4989.92,1.0,0.04,10.02,10.02,7.04,130.01,0.19,0.0
154,2024-08-18 05:00:00+05:30,21,21,7,0,4997.29,1.0,0.02,3.74,3.74,46.48,0.0,0.04,0.0
155,2024-08-18 06:00:00+05:30,24,24,15,2,4997.96,1.0,0.08,10.02,10.02,14.68,53.34,0.03,0.0
156,2024-08-18 07:00:00+05:30,22,22,15,2,5005.68,1.0,0.08,0.85,0.85,14.68,53.34,0.13,0.0
157,2024-08-18 08:00:00+05:30,27,27,17,2,5010.96,1.0,0.07,23.77,23.77,29.97,53.34,0.23,0.0
158,2024-08-18 09:00:00+05:30,21,21,9,3,4996.0,1.0,0.02,3.74,3.74,31.19,130.01,0.07,0.0
159,2024-08-18 10:00:00+05:30,24,24,17,3,5006.71,1.0,0.02,10.02,10.02,29.97,130.01,0.15,0.0
160,2024-08-18 11:00:00+05:30,22,22,14,0,4997.45,1.0,0.09,0.85,0.85,7.04,0.0,0.04,0.0
161,2024-08-18 12:00:00+05:30,21,21,18,0,5003.1,1.0,0.01,3.74,3.74,37.62,0.0,0.07,0.0
162,2024-08-18 13:00:00+05:30,22,22,14,1,5033.91,1.0,0.01,0.85,0.85,7.04,23.33,0.69,0.0
163,2024-08-18 14:00:00+05:30,23,23,13,2,4980.96,1.0,0.02,5.43,5.43,0.61,53.34,0.37,0.0
164,2024-08-18 15:00:00+05:30,24,24,11,2,5005.75,1.0,0.06,10.02,10.02,15.9,53.34,0.13,0.0
165,2024-08-18 16:00:00+05:30,21,21,10,3,4997.05,1.0,0.04,3.74,3.74,23.54,130.01,0.05,0.0
166,2024-08-18 17:00:00+05:30,18,18,11,4,4985.0,1.0,0.12,17.49,17.49,15.9,206.67,0.29,0.0
167,2024-08-18 18:00:00+05:30,22,22,14,1,4994.09,1.0,0.1,0.85,0.85,7.04,23.33,0.11,0.0
168,2024-08-18 19:00:00+05:30,23,23,14,3,5001.96,1.0,0.07,5.43,5.43,7.04,130.01,0.05,0.0
169,2024-08-18 20:00:00+05:30,21,21,8,1,5015.95,1.0,0.0,3.74,3.74,38.84,23.33,0.33,0.0
170,2024-08-18 21:00:00+05:30,24,24,14,0,4999.62,1.0,0.06,10.02,10.02,7.04,0.0,0.0,0.0
171,2024-08-18 22:00:00+05:30,19,19,15,0,4978.32,1.0,0.05,12.9,12.9,14.68,0.0,0.42,0.0
172,2024-08-18 23:00:00+05:30,21,21,13,0,5002.14,1.0,0.09,3.74,3.74,0.61,0.0,0.05,0.0
173,2024-08-19 00:00:00+05:30,26,26,17,1,5018.73,1.0,0.05,19.18,19.18,29.97,23.33,0.39,0.0
174,2024-08-19 01:00:00+05:30,21,21,11,1,4999.0,1.0,0.1,3.74,3.74,15.9,23.33,0.01,0.0
175,2024-08-19 02:00:00+05:30,20,20,13,2,4996.0,1.0,0.08,8.32,8.32,0.61,53.34,0.07,0.0
176,2024-08-19 03:00:00+05:30,24,24,14,1,4990.83,1.0,0.07,10.02,10.02,7.04,23.33,0.17,0.0
177,2024-08-19 04:00:00+05:30,20,20,14,3,4993.8,1.0,0.04,8.32,8.32,7.04,130.01,0.11,0.0
178,2024-08-19 05:00:00+05:30,21,21,11,1,5003.71,1.0,0.1,3.74,3.74,15.9,23.33,0.09,0.0
179,2024-08-19 06:00:00+05:30,23,23,12,3,4999.22,1.0,0.07,5.43,5.43,8.25,130.01,0.0,0.0
180,2024-08-19 07:00:00+05:30,19,19,14,3,4996.63,1.0,0.0,12.9,12.9,7.04,130.01,0.06,0.0
181,2024-08-19 08:00:00+05:30,27,27,18,3,5010.56,1.0,0.09,23.77,23.77,37.62,130.01,0.22,0.0
182,2024-08-19 09:00:00+05:30,19,19,9,0,5014.11,1.0,0.01,12.9,12.9,31.19,0.0,0.29,0.0
183,2024-08-19 10:00:00+05:30,23,23,14,0,4988.52,1.0,0.07,5.43,5.43,7.04,0.0,0.22,0.0
184,2024-08-19 11:00:00+05:30,21,21,6,2,5008.48,1.0,0.01,3.74,3.74,54.13,53.34,0.18,0.0
185,2024-08-19 12:00:00+05:30,18,18,9,3,5000.22,1.0,0.06,17.49,17.49,31.19,130.01,0.02,0.0
186,2024-08-19 13:00:00+05:30,19,19,16,1,5005.16,1.0,0.02,12.9,12.9,22.33,23.33,0.11,0.0
187,2024-08-19 14:00:00+05:30,21,21,14,2,4991.0,1.0,0.08,3.74,3.74,7.04,53.34,0.17,0.0
188,2024-08-19 15:00:00+05:30,22,22,12,0,4988.27,1.0,0.07,0.85,0.85,8.25,0.0,0.22,0.0
189,2024-08-19 16:00:00+05:30,25,25,13,1,4990.2,1.0,0.03,14.6,14.6,0.61,23.33,0.18,0.0
190,2024-08-19 17:00:00+05:30,20,20,13,3,4979.85,1.0,0.01,8.32,8.32,0.61,130.01,0.39,0.0
191,2024-08-19 18:00:00+05:30,21,21,12,0,4999.33,1.0,0.09,3.74,3.74,8.25,0.0,0.0,0.0
192,2024-08-19 19:00:00+05:30,24,24,17,1,5018.46,1.0,0.02,10.02,10.02,29.97,23.33,0.38,0.0
193,2024-08-19 20:00:00+05:30,20,20,13,1,5001.3,1.0,0.11,8.32,8.32,0.61,23.33,0.04,0.0
194,2024-08-19 21:00:00+05:30,25,25,16,0,4997.72,1.0,0.03,14.6,14.6,22.33,0.0,0.03,0.0
195,2024-08-19 22:00:00+05:30,24,24,15,1,5016.58,1.0,0.04,10.02,10.02,14.68,23.33,0.34,0.0
196,2024-08-19 23:00:00+05:30,20,20,14,1,5001.75,1.0,0.1,8.32,8.32,7.04,23.33,0.05,0.0
197,2024-08-20 00:00:00+05:30,28,28,19,0,5009.39,1.0,0.13,28.35,28.35,45.27,0.0,0.2,0.0
198,2024-08-20 01:00:00+05:30,26,26,14,3,5002.81,1.0,0.03,19.18,19.18,7.04,130.01,0.07,0.0
199,2024-08-20 02:00:00+05:30,24,24,12,0,4993.83,1.0,0.05,10.02,10.02,8.25,0.0,0.11,0.0
200,2024-08-20 03:00:00+05:30,22,22,13,0,5003.45,1.0,0.08,0.85,0.85,0.61,0.0,0.08,0.0
201,2024-08-20 04:00:00+05:30,18,18,7,0,5002.0,1.0,0.07,17.49,17.49,46.48,0.0,0.05,0.0
202,2024-08-20 05:00:00+05:30,21,21,13,1,4982.76,1.0,0.06,3.74,3.74,0.61,23.33,0.33,0.0
203,2024-08-20 06:00:00+05:30,25,25,15,0,4988.44,1.0,0.02,14.6,14.6,14.68,0.0,0.22,0.0
204,2024-08-20 07:00:00+05:30,24,24,18,3,4974.67,1.0,0.08,10.02,10.02,37.62,130.01,0.49,0.0
205,2024-08-20 08:00:00+05:30,18,18,11,1,4989.5,1.0,0.0,17.49,17.49,15.9,23.33,0.2,0.0
206,2024-08-20 09:00:00+05:30,20,20,9,1,4997.45,1.0,0.06,8.32,8.32,31.19,23.33,0.04,0.0
207,2024-08-20 10:00:00+05:30,24,24,16,1,4999.67,1.0,0.07,10.02,10.02,22.33,23.33,0.01,0.0
208,2024-08-20 11:00:00+05:30,22,22,12,1,4992.18,1.0,0.1,0.85,0.85,8.25,23.33,0.14,0.0
209,2024-08-20 12:00:00+05:30,20,20,10,0,4991.15,1.0,0.05,8.32,8.32,23.54,0.0,0.17,0.0
210,2024-08-20 13:00:00+05:30,24,24,13,1,4988.96,1.0,0.06,10.02,10.02,0.61,23.33,0.21,0.0
211,2024-08-20 14:00:00+05:30,25,25,16,1,4993.64,1.0,0.04,14.6,14.6,22.33,23.33,0.12,0.0
212,2024-08-20 15:00:00+05:30,16,16,10,1,5003.12,1.0,0.09,26.66,26.66,23.54,23.33,0.07,0.0
213,2024-08-20 16:00:00+05:30,22,22,13,2,5005.23,1.0,0.09,0.85,0.85,0.61,53.34,0.12,0.0
